ID,問題,正解,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,予備列,解説,問題画像,解説画像
q_0067,Q2. 次のうち、咳嗽の機序の説明として誤っているものを1つ選んでください。,4,1. 迷走神経を介して吸気の命令を出す,2. 声門を閉鎖しつつ呼吸筋を収縮し胸腔内圧が上昇する,3. 声門を解放して爆発的に呼気を出す,4. 迷走神経を介して中脳の咳中枢へ伝達する,5. 咳受容器が気道や肺に異物刺激や炎症を感知する,,咳中枢は延髄に存在しています。,,
q_0068,Q3. 次のうち、拡散障害を起こす原因について誤っているものを1つ選んでください。,3,1. 無気肺,2. 肺塞栓,3. 多血症,4. 間質性肺炎,5. 慢性閉塞性肺疾患（COPD）,,拡散障害は肺胞壁の肥厚や面積減少などで生じます。多血症ではなく貧血が酸素受け取りに影響します。,,
q_0069,Q4. 次のうち、体内の酸と塩基にかんする説明として正しいものを1つ選んでください。,2,1. 代謝性アシドーシスの原因として嘔吐がある,2. CO2の排泄増加で呼吸性アルカローシスとなる,3. 換気調節でのpH調節は12?24時間程度かかる,4. アシドーシスとはpHが下がった状態である,5. アニオンギャップ（AG）は[Na+] [Cl-] + [HCO3-]で求める,,CO2の排泄増加はアルカローシスを招きます。AGの計算式は AG = [Na+] - [Cl-] - [HCO3-] です。,,
q_0070,Q5. 次のうち、A-aDO2の説明として正しいものを2つ選んでください。,"4,5",1. ARDSはA-aDO2が減少する,2. シャントはA-aDO2開大の原因とならない,3. A-aDO2は肺胞気酸素分圧と動脈血酸素分圧の和である,4. 拡散障害があるとA-aDO2が開大する,5. 理想的には0がいいが、実際には換気血流不均等で5?15程度となる,,A-aDO2は肺胞気と動脈血の酸素分圧の差です。拡散障害やシャントで開大します。,,
q_0071,Q1. 次のうち、自律神経・内分泌にかんして正しいものを1つ選んでください。,1,1. 制吐薬は高プロラクチン血症の原因となる,2. 副腎性サブクリニカルクッシング症候群は高コルチゾール血症が軽度であるため、治療対象とならない,3. 成人で成長ホルモン分泌が過剰になると身長が伸びる,4. クッシング病では少量のデキサメタゾン投与後に血中コルチゾールが低下する,5. 抗利尿ホルモン（ADH）不適切分泌症候群では高ナトリウム血症を認める,,制吐薬は抗ドーパミン作用により高プロラクチン血症を引き起こすことがあります。,,
q_0072,Q2. 次のうち、内分泌腺にできる腫瘍の説明として正しいものを1つ選んでください。,1,1. ホルモンの過剰産生を伴わない腫瘍もある,2. どちらでもない,3. すべての腫瘍がホルモンの過剰産生を伴う,,,,内分泌腫瘍には機能性（ホルモン産生あり）と非機能性（産生なし）があります。,,
q_0073,Q3. 次のうち、原発性アルドステロン症にかんして誤っているものを1つ選んでください。,1,1. 原発性アルドステロン症はCT画像で腫瘍が確認できたら、腫瘍側の副腎摘除を行ってもよい,2. 原発性アルドステロン症では血中レニンが低値である,3. 原発性アルドステロン症では生理食塩水投与後も血中アルドステロンが低下しない,4. 原発性アルドステロン症では低カリウム血症を認める,5. 原発性副甲状腺機能亢進症では高カルシウム血症を認める,,原発性アルドステロン症の局在診断には、CTだけでなく副腎静脈サンプリングが重要です。,,
q_0074,Q4. 次のうち、バセドウ病にかんして正しいものを1つ選んでください。,2,1. 甲状腺機能低下症では頻脈を呈する,2. バセドウ病では血中の甲状腺刺激ホルモン（TSH）受容体抗体が陽性となる,3. バセドウ病では体重増加を認める,4. バセドウ病の治療薬の副作用として嗄声がある,5. バセドウ病では血中TSHが高値である,,バセドウ病は自己抗体がTSH受容体を刺激し、ホルモンが過剰産生される疾患です。,,
q_0075,Q5. 次のうち、自律神経・内分泌にかんして正しいものを1つ選んでください。,5,1. アジソン病では血中の副腎皮質刺激ホルモン（ACTH）が低値である,2. 褐色細胞腫の治療はカテコールアミン合成阻害薬が第一選択である,3. 副腎皮質機能低下症は糖尿病を合併しやすい,4. 褐色細胞腫では徐脈を呈する,5. ステロイド薬を長期に使用している場合、急な減量・休薬により医原性副腎皮質機能低下症を呈する,,ステロイドの長期使用後の急な中止は、医原性副腎皮質機能低下症を引き起こすリスクがあります。,,
q_0076,Q1. 次のうち、骨格筋の収縮にかんして正しいものを1つ選んでください。,3,1. 骨格筋は副交感神経の指令を受けて収縮する,2. 筋収縮のエネルギー源はアデノシンニリン酸（ADP）である,3. アクチンがミオシン上を滑走して筋収縮が起こる,4. 収縮力は関節が伸展した状態で最大となる,,,筋収縮はATPをエネルギー源とし、アクチンがミオシン上を滑走することで起こります。,,
q_0077,Q2. 次のうち、遅筋にかんして誤っているものを2つ選んでください。,"2,3",1. 酸化系代謝が主である,2. ATPase反応速度が速い,3. 白筋と呼ばれている,4. 抗重力筋として働く,5. 持久力に富む,,遅筋（赤筋）は酸化系代謝が主で持久力に富みます。白筋は速筋を指します。,,
q_0078,Q3. 次のうち、骨格筋にかんして誤っているものを1つ選んでください。,1,1. 収縮してもI帯の長さは変わらない,2. 筋節内部にはミオシンとアクチンの2種類のフィラメントが存在する,3. 筋細胞は多核である,4. 筋原線維にはA帯とI帯が交互に存在する,5. 筋線維鞘は筋細胞の細胞膜である,,筋収縮時、A帯の長さは変わりませんが、I帯やH帯の長さは短縮します。,,
q_0079,Q4. 次のうち、骨格筋の収縮にかんして正しいものを1つ選んでください。,4,1. アクチンがアデノシン三リン酸（ATP）と結合することにより生じる,2. アクチンフィラメントが短縮することにより収縮が生じる,3. 骨格筋の神経筋接合部の神経終末からアドレナリンが放出される,4. 筋収縮の直前に筋小胞体からCa2+が放出される,,,脱分極が生じると筋小胞体からCa2+が放出され、収縮が開始されます。,,
q_0080,Q5. 次のうち、筋線維タイプにかんして誤っているものを1つ選んでください。,4,1. 異なるタイプの筋線維がモザイクパターンである,2. 赤筋はⅠ型線維を多く含む,3. Ⅰ型線維はミトコンドリアが豊富である,4. ⅡB型線維はⅠ型線維よりも直径が小さい,5. 筋線維タイプは力学的環境で変化する,,筋線維の直径は一般的に速筋（IIB型）の方が遅筋（I型）よりも大きいです。,,
q_0081,Q1. 次のうち、静脈で血管内に水分を戻す膠質浸透圧の働きがあるものを1つ選んでください。,1,1. タンパク,2. クロール,3. カリウム,4. 重炭酸,5. ナトリウム,,血漿中のタンパクが膠質浸透圧を担い、間質から水分を引き寄せます。,,
q_0082,Q2. 次のうち、細胞外液（動脈血）のpHとして正しいものを1つ選んでください。,5,1. 「7」,2. 「6.6」,3. 「8.2」,4. 「7.8」,5. 「7.4」,,適正な血液（細胞外液）のpHは7.40±0.05の弱アルカリ性です。,,
q_0083,Q3. 次のうち、体液の組成でカリウムが多いものを1つ選んでください。,1,1. 細胞内液,2. 細胞外液の間質,3. 細胞外液の血漿,,,,カリウムは細胞内液に大量に存在する主要な陽イオンです。,,
q_0084,Q4. 次のうち、体重40kgの正常成人の1日尿量として正しいものを1つ選んでください。,4,"1. 「2,500mL」",2. 「500mL」,"3. 「2,000mL」","4. 「1,000mL」","5. 「1,500mL」",,"通常の尿量は約1mL/kg/時間であり、40kgの場合は約1,000mL/日となります。",,
q_0085,Q5. 次のうち、肉眼で血尿（色がおかしい）とわかるにはどれだけの血液の混入が必要か、尿1Lあたりの最低血液量として正しいものを1つ選んでください。,5,1. 「10mL」,2. 「5mL」,3. 「50mL」,4. 「100mL」,5. 「2mL」,,肉眼的に血尿と認識できるのは血液混入率0.1%（1Lあたり1mL）以上とされています。,,
q_0086,Q1. 次のうち、視覚で焦点の遠近調節ができる組織を1つ選んでください。,4,1. 網膜,2. 虹彩,3. 硝子体,4. 水晶体,5. 角膜,,屈折率を変えることができる組織は水晶体だけです。水晶体は毛様体筋の収縮によって屈折率を変化させられます。,,
q_0087,Q2. 次のうち、視覚野がある箇所として正しいものを1つ選んでください。,1,1. 後頭葉,2. 小脳,3. 頭頂葉,4. 側頭葉,5. 前頭葉,,脳で視覚中枢があるのは後頭葉です。,,
q_0088,Q3. 次のうち、涙液について正しいものを1つ選んでください。,3,1. 眼の下方から分泌する,2. 組織間質液と同じ組成である,3. 鼻腔に流れる,4. 泣いたときのみ分泌される,,,鼻腔に流れるのは鼻涙管が存在するためです。涙腺は眼球上部にあります。,,
q_0089,Q4. 次のうち、網膜の黄斑部中心窩について正しいものを1つ選んでください。,2,1. 盲点と一致する,2. 錐体細胞が集中する,3. 光が当たらない,4. 血管が多数分布する,,,中心窩には視細胞のなかでも特に錐体細胞が密集しており、ものを集中して見るときはこの中心窩に像を結ばせます。,,
q_0090,Q5. 次のうち、房水分泌を行っている組織を1つ選んでください。,3,1. 角膜,2. 水晶体,3. 毛様体,4. 隅角,,,毛様体は毛様体筋と毛様体結節からなり、結節部で房水を産生します。,,
q_0091,Q1. 次のうち、皮膚感覚で痛覚と関係する感覚神経の末端構造として正しいものを1つ選んでください。,5,1. クラウゼ小体,2. ルフィニ小体,3. マイスネル小体,4. パチニ小体,5. 自由神経終末,,自由神経終末は痛覚を感じます。クラウゼ小体は冷覚、ルフィニ小体は温覚、マイスネル小体は触覚、パチニ小体は触圧覚を感じます。,,
q_0092,Q2. 次のうち、舌の味覚で前2/3を支配する神経として正しいものを1つ選んでください。,1,1. 顔面神経,2. 舌下神経,3. 三叉神経,4. 舌咽神経,,,舌の前2/3の味覚は顔面神経（鼓索神経）、後1/3は舌咽神経が支配します。,,
q_0093,Q3. 次のうち、耳の音信号の伝導で固体中を伝わる箇所として正しいものを1つ選んでください。,1,1. 中耳,2. 外耳,3. 内耳,,,,中耳の鼓膜から耳小骨では、音は固体の振動として伝わります。,,
q_0094,Q4. 次のうち、平衡覚調節の主要な中枢がある箇所として正しいものを1つ選んでください。,2,1. 間脳,2. 小脳,3. 中脳,4. 大脳,,,身体の平衡を保つ情報処理は主として小脳で行われます。,,
q_0095,Q5. 次のうち、内耳の蝸牛で内リンパ液がある箇所として正しいものを1つ選んでください。,2,1. 前庭階,2. 蝸牛管,3. 鼓室階,,,,蝸牛では中耳からの音波が伝わる鼓室階、前庭階が外リンパ液で、それに挟まれる蝸牛管が内リンパ液です。,,
q_0096,Q1. 次のうち、各疾患にかんして説明として誤っているものを1つ選んでください。,1,1. 重症筋無力症患者に睡眠導入薬は安全に使用できる,2. ギラン・バレー症候群は急速に悪化する,3. 多発性硬化症の症状は入浴で悪化することがある,4. パーキンソン病は振戦、無動、歩行障害を来す,5. アルツハイマー病は物忘れで発症する,,重症筋無力症患者への睡眠導入薬投与は、筋無力症状を悪化させることがあり、慎重に行う必要があります。,,
q_0097,Q2. 多系統萎縮症患者の家族から最近いびきが強くなったと聞いた際、適切と考えられる対応を1つ選んでください。,2,1. 睡眠薬の投与を主治医へ依頼する,2. 声帯の閉鎖を考え、主治医へ依頼する,3. 食形態を変更する,4. 「いびきは心配ない」と伝える,5. 酸素分圧が正常であれば様子をみる,,声帯の閉鎖（麻痺）を考え、速やかに主治医へ伝えて精査を依頼します。,,
q_0098,Q3. 高血圧、意識障害、右半身麻痺を認めた55歳男性において、最も考えられる疾患を1つ選んでください。,4,1. 慢性硬膜下血腫,2. アミロイド血管症,3. 心原性脳塞栓症,4. 被殻出血,5. ラクナ梗塞,,背景疾患（高血圧）や急激な発症、症状から被殻出血が最も疑われます。,,
q_0099,Q4. 次のうち、気管切開による長期管理の可能性がある疾患として誤っているものを1つ選んでください。,5,1. 多系統萎縮症,2. パーキンソン病,3. 筋萎縮性側索硬化症,4. 筋ジストロフィー症,5. てんかん,,てんかん重積発作で一時的に挿管することはあっても、通常、長期管理としての気管切開の対象にはなりません。,,
q_0100,Q5. 次のうち、糖尿病による末梢神経障害の症状として誤っているものを2つ選んでください。,"3,4",1. しびれ,2. 起立性低血圧,3. 胸痛,4. 多汗,5. 排尿障害,,自律神経障害により無痛性心筋梗塞（胸痛を感じない）や発汗障害（乾燥肌）を呈することがあります。,,
q_0101,Q1. 次のうち、各用語とその説明が誤っているものを２つ選んでください。,"3,4",1. NYHA分類：慢性心不全の重症度分類,2. 肺梗塞：右心不全となる,3. 間質性肺疾患：左心不全となる,4. 大動脈狭窄症：右心不全となる,5. 心不全：心臓のポンプ機能が低下した状態,,間質性肺疾患や大動脈狭窄症（大動脈弁狭窄症）は、それぞれ右心負荷、左心負荷の原因となります。,,
q_0102,Q2. 次のうち、虚血性心疾患のリスクとして正しいものを3つ選んでください。,"2,3,4",1. 禁煙,2. 遺伝的要因,3. 糖尿病,4. 高血圧,5. 運動,,高血圧、糖尿病、遺伝的要因、喫煙、脂質異常などが動脈硬化を介した虚血性心疾患のリスクとなります。,,
q_0103,Q3. 次のうち、高血圧を起こしやすくなる環境として正しいものを3つ選んでください。,"1,4,5",1. 喫煙,2. 活発な活動,3. やせ,4. 食塩過剰摂取,5. ストレス,,ストレス、肥満、喫煙、運動不足、食塩過剰摂取は本態性高血圧の原因因子となります。,,
q_0104,Q4. 次のうち、動脈硬化について誤っているものを1つ選んでください。,1,1. 第3期では脂肪線条を形成する,2. 第2期では血小板凝集が起こる,3. 第4期では器質的狭窄が伸展し破綻に近づく,4. 動脈硬化では平滑筋増生、石灰沈着などが起こる,5. 第1期では酸化LDLによる内皮細胞障害を起こす,,脂肪線条の形成は動脈硬化の第2期（マクロファージが酸化LDLを取り込んだ段階）で起こります。,,
q_0105,Q5. 次のうち、心不全の機序について誤っているものを1つ選んでください。,1,1. 心臓の拡張を伴う肥大を求心性肥大という,2. 心不全の当初は代償機構が働く,3. 心肥大となると虚血にさらされやすくなる,4. 心拡張が強くなると心拍出量が維持できなくなる,5. 心臓のリモデリングが起こる,,心腔の大きさが変わらず壁が厚くなるのが求心性肥大、心腔の拡張を伴うのが遠心性肥大です。,,
q_0106,Q1. 次のうち、悪性リンパ腫の説明として正しいものを1つ選んでください。,4,1. 非ホジキンリンパ腫よりホジキンリンパ腫の患者の方が多い,2. 高齢者より若年者の方が罹患率が高い,3. リンパ組織以外に病変が認められることはない,4. T細胞腫瘍よりB細胞腫瘍の患者の方が多い,,,悪性リンパ腫は成熟リンパ球が腫瘍性に増殖する疾患で、リンパ組織に腫瘍を造ります。病気の進行に伴い、リンパ組織だけでなく全身の臓器に広がる可能性があります。日本人では非ホジキンリンパ腫が約90％（B細胞腫瘍が約65％、T細胞/NK細胞が約25％）を占め、ホジキンリンパ腫は10％未満です。悪性リンパ腫は高齢者に多い疾患で、高齢化に伴い罹患率は増加します。,,
q_0107,Q2. 次のうち、多発性骨髄腫で腫瘍化しているものを1つ選んでください。,4,1. 造血幹細胞,2. マクロファージ,3. T細胞（Tリンパ球）,4. 形質細胞,,,多発性骨髄腫は形質細胞が腫瘍化し、骨髄で増殖する疾患です。腫瘍化した形質細胞（骨髄腫細胞）は同じγグロブリンを産生するので単クローン性高γグロブリン血症を呈する場合が多いです。,,
q_0108,Q3. 次のうち、初診の急性骨髄性白血病患者の検査データで可能性が低いものを1つ選んでください。,3,1. ヘモグロビン　6.7 g/dL,"2. 白血球数　14,600/μL",3. 血小板数　21万/μL,4. 白血球分画　芽球85 ％,,,急性骨髄性白血病では、白血病細胞が骨髄中で増殖し、正常血液細胞（赤血球、白血球、血小板）の産生を抑制します。白血病細胞（芽球）は分化・成熟を停止した異常細胞であるが、血球計数機は白血球としてカウントするので、白血球数増加を示す場合が多いです。しかし白血球分画を見ると芽球が増加しており、正常の成熟好中球は著減しています。,,
q_0109,Q4. 次のうち、初診の慢性骨髄性白血病患者の検査データで可能性が低いものを1つ選んでください。,3,1. 血小板数　47万/μL,2. 白血球分画　芽球1 ％,"3. 白血球数　6,000/μL",4. ヘモグロビン濃度　13.8 g/dL,,,慢性骨髄性白血病では、造血幹細胞のレベルで遺伝子異常（相互転座）を生じています。染色体の転座によって出来た異常な融合遺伝子が異常なタンパク質を形成します。この異常タンパク質は腫瘍細胞の増殖を促すが、腫瘍細胞は分化・増殖能を有するので、血球計数検査では白血球増多が目立つようになります。,,
q_0110,Q5. 次のうち、腫瘍化が造血幹細胞のレベルで生じるものを2つ選んでください。,"1,4",1. 慢性骨髄性白血病,2. 急性リンパ性白血病,3. 急性骨髄性白血病,4. 骨髄異形成症候群,,,慢性骨髄性白血病、骨髄異形成症候群、骨髄増殖性腫瘍は造血幹細胞のレベルで腫瘍化を生じる疾患です。,,
q_0111,Q1. 次のうち、ステロイドの反応性に乏しい間質性肺炎を2つ選んでください。,"2,5",1. 剥離性間質性肺炎（DIP）,2. 特発性肺線維症（IPF）,3. 特発性器質化肺炎（COP）,4. 呼吸細気管支炎を伴う間質性肺疾患（RB-ILD）,5. 急性間質性肺炎（AIP）,,特発性肺線維症（IPF）および急性間質性肺炎（AIP）ではステロイドの効きが悪く、予後も不良です。,,
q_0112,Q2. 次のうち、急性呼吸窮迫症候群（ARDS）の説明として誤っているものを1つ選んでください。,5,1. 胸部X線画像で両側の全体的な浸潤影を認める,2. 人工呼吸器管理を要することも多い,3. サイトカインにより肺胞壁で炎症が惹起され、血管透過性が亢進することで起こる,4. 間質性肺炎のびまん性肺胞傷害（DAD）の病理パターンを呈し、数週間かけて線維化する,5. PaO2/FiO2≦300が診断基準である,,ARDSは肺の直接損傷（肺炎、誤嚥）や間接損傷（敗血症、外傷、熱傷）により、血管透過性が亢進することで起こります。診断基準はPaO2/FiO2≦200がARDS、PaO2/FiO2≦300ならALI（急性肺損傷）と考えます。,,
q_0113,Q3. 次のうち、誤嚥性肺炎の説明として誤っているものを1つ選んでください。,2,1. 胸部X線やCT画像で背側の肺底部に浸潤影を認めることが多い,2. 肺炎球菌やインフルエンザ菌が原因となることが多い,3. 聴診で水泡音（coarse crackles）が聴取される,4. 嚥下反射や線毛運動の低下による不顕性誤嚥を背景とする,5. 脳血管障害、神経疾患、意識障害、認知症、胃切除後などはハイリスクとなる,,誤嚥性肺炎は嚥下反射等の低下による不顕性誤嚥を背景に起こります。起炎菌の同定は困難であり、口腔内常在菌を主とした複数菌感染となります。,,
q_0114,Q4. 次のうち、下気道炎に分類されるものを1つ選んでください。,3,1. クループ,2. 急性扁桃炎,3. 気管支炎,4. 急性喉頭蓋炎,5. 副鼻腔炎,,鼻腔から喉頭にかけてを「上気道」、気管・気管支を「下気道」と呼びます。したがって気管支で起きた炎症が下気道炎となります。,,
q_0115,Q5. 次のうち、非定型肺炎の特徴として誤っているものを1つ選んでください。,1,1. 60歳以上である,2. 頑固な咳嗽がある,3. 痰がない,4. 聴診所見が乏しい,5. 基礎疾患がない,,非定型肺炎の鑑別基準として、60歳未満であること、基礎疾患がないこと、頑固な咳嗽があることなどが挙げられます。,,
q_0116,Q1. 次のうち、食道について誤っているものを1つ選んでください。,2,1. 食道裂孔ヘルニアは逆流しやすい,2. Barrett粘膜は胃粘膜の延長のため食道がんのリスクは低い,3. LESが弛緩しないことは病的である,4. 下部食道括約筋（LES）が胃からの逆流を防止している,,,Barrett粘膜は食道の重層扁平上皮が胃の円柱上皮に置き換わったものですが、発がんの母地になり得ます。,,
q_0117,Q2. 次のうち、肝臓の正常機能として誤っているものを1つ選んでください。,3,1. 解毒,2. 中性脂肪貯蔵,3. 蠕動運動,4. タンパク合成,,,蠕動運動は消化管の主たる働きです。肝臓は栄養代謝や解毒にかかわっています。,,
q_0118,Q3. 次のうち、胃の貯留能が損なわれた場合に起きる現象として誤っているものを1つ選んでください。,3,1. 低血糖,2. 下痢,3. 胃潰瘍,4. 頻脈,,,頻脈、下痢、低血糖は、食物が急速に小腸に流入した場合に発生するダンピング症候群の症状です。胃潰瘍はこれとは機序が異なります。,,
q_0119,Q4. 次のうち、食道静脈瘤の形成に関連しているものを1つ選んでください。,1,1. 門脈圧亢進症,2. 低アルブミン血症,3. 逆流性食道炎,4. 高血圧,,,肝硬変による門脈圧亢進の結果、側副路として食道粘膜下の静脈が拡張し、食道静脈瘤を形成します。,,
q_0120,Q5. 次のうち、急性膵炎の特徴として正しいものを1つ選んでください。,2,1. ランゲルハンス島からのホルモンの過剰な活性化による,2. 炎症が多臓器に及ぶこともある,3. 胃酸による自己消化で発症する,4. 治癒後は慢性膵炎になる,,,急性膵炎は膵酵素による膵組織の自己消化で発症します。炎症は高度で、周囲組織や遠隔多臓器に及び重篤化することもあります。,,
q_0121,Q1. 次のうち、抗菌薬の選択について正しいものを2つ選んでください。,"1,2",1. 緑膿菌による肺炎と診断されたため、抗緑膿菌作用のある薬剤を選択した,2. キノロン系抗菌薬と酸化マグネシウムの同時内服は避ける,3. 最小発育阻止濃度（MIC）の数字が低い抗菌薬が最も効果が高い,4. メチシリン耐性黄色ブドウ球菌（MRSA）が検出されたため、セフェム系のセファゾリンを投与した,5. 感受性試験結果に載っている薬剤はどれを投与してもよい,,緑膿菌やMRSAは特定の抗菌薬を選択する必要があります。キノロン系はマグネシウムと結合するため同時内服は不可です。MICの数値だけで効果を判断はしません。,,
q_0122,Q2. 次のうち、薬剤耐性菌ではないものを2つ選んでください。,"3,5",1. 多剤耐性緑膿菌（MDRP）,2. カルバペネム耐性腸内細菌（CRE）,3. アシネトバクター,4. MRSA,5. コアグラーゼ陰性ブドウ球菌,,コアグラーゼ陰性ブドウ球菌は皮膚の常在菌です。アシネトバクターは耐性化していなければ通常の細菌として扱います。,,
q_0123,Q3. 次のうち、βラクタム系抗菌薬として誤っているものを2つ選んでください。,"1,5",1. テトラサイクリン系,2. セフェム系,3. カルバペネム系,4. ペニシリン系,5. マクロライド系,,βラクタム系はペニシリン系、セフェム系、カルバペネム系です。マクロライド系やテトラサイクリン系はタンパク合成阻害薬です。,,
q_0124,Q4. 次のうち、経験的治療、標的治療、de-escalationにかんして正しいものを2つ選んでください。,"1,2",1. 経験的治療を開始して3〜5日で抗菌薬の再検討を行う,2. 抗菌薬のde-escalationを行うには適切な培養採取が必要である,3. 経験的治療は広域抗菌薬であるほど効果が高い,4. 広域抗菌薬投与は狭域な抗菌薬投与よりも予後がよい,5. 標的治療では重症度に応じて抗菌薬を減量する,,経験的治療は3〜5日で再検討を行います。適切なde-escalationには初期の培養検査が不可欠です。,,
q_0125,Q5. 次のうち、検体の提出と検査法として正しいものを2つ選んでください。,"1,2",1. 創部の排膿をシリンジで吸引して提出した,2. 食中毒を疑って便培養を提出したため、発症の状況を検査室に連絡した,3. クロストリジウム・ディフィシル感染症が疑われたため、便培養を提出した,4. プロカルシトニンは真菌感染症を鋭敏に示すマーカーである,5. レジオネラ肺炎を疑い、喀痰をグラム染色に提出した,,膿は吸引で採取するのが基本です。便培養を出す際は臨床状況を検査室に伝えることが重要です。CDはトキシン検査、レジオネラは尿中抗原が有効です。,,
q_0126,Q1. 次のうち、アナフィラキシー反応を起こす原因となる抗体として正しいものを1つ選んでください。,4,1. IgD,2. IgA,3. IgM,4. IgE,5. IgG,,アナフィラキシーは「即時型アレルギー反応」であり、IgE抗体によって誘発されます。治療にはアドレナリンが使用されます。,,
q_0127,Q2. 次のうち、ウイルス制御のために放出された生体応答物質において、破骨細胞を活性化させ関節の破壊を誘発する因子として正しいものを1つ選んでください。,4,1. IL-1,2. IL-6,3. IL-33,4. TNFα,5. IL-8,,TNF-αはウイルス制御因子ですが、破骨細胞を活性化させる作用もあり、関節リウマチの骨破壊の原因となります。,,
q_0128,Q3. 次のうち、胎盤通過性を有する抗体として正しいものを1つ選んでください。,4,1. IgE,2. IgM,3. IgA,4. IgG,5. IgD,,5種類の抗体のうち、胎盤通過性を有するのはIgGだけです。これにより母体の免疫が胎児に伝わりますが、Rh不適合妊娠等の問題も起こります。,,
q_0129,Q4. 次のうち、大腸菌などグラム陰性菌の表面に発現している内毒素（LPS）を認識応答するToll様受容体（TLR）として正しいものを1つ選んでください。,5,1. TLR3,2. TLR2,3. TLR1,4. TLR5,5. TLR4,,LPS（内毒素）は細胞表面のTLR4によって認識され、自然免疫応答が始動します。これが過剰になると敗血症性ショック等を招きます。,,
q_0130,Q5. 次のうち、獲得免疫に属する細胞として正しいものを1つ選んでください。,5,1. 好塩基球,2. NKT細胞,3. 樹状細胞,4. 好酸球,5. 形質細胞,,獲得免疫（適応免疫）はT細胞、B細胞が担います。形質細胞はB細胞が分化した抗体産生細胞です。,,
q_0131,Q1. 次のうち、がん細胞の特徴として誤っているものを1つ選んでください。,3,1. 転移,2. 浸潤,3. アポトーシス,4. 増殖,,,がん細胞はアポトーシス（計画的な細胞死）を回避する仕組みをもち、無秩序に増殖、浸潤、転移を行います。,,
q_0132,Q2. 次のうち、消化管癌の血行性転移の特徴を1つ選んでください。,2,1. リンパ節にだけ転移する,2. 肝臓に転移しやすい,3. 骨に転移しやすい,4. あまり転移しない,,,消化管の血液は門脈を通って肝臓に集まるため、消化管のがんは血行性に肝臓へ転移しやすい特徴があります。,,
q_0133,Q3. 次のうち、消化管の癌はどの層に発生するか1つ選んでください。,4,1. 漿膜,2. 粘膜下層,3. 固有筋層,4. 粘膜,,,消化管の癌はすべて最内層の粘膜層から発生します。粘膜下層まで達すると転移のリスクが高まります。,,
q_0134,Q4. 次のうち、最も発がんに関連しているものを1つ選んでください。,1,1. タバコ,2. アスベスト,3. ピロリ菌,4. アルコール,,,タバコは多くの癌の発生に最も強く関連しており、禁煙は重要ながん予防策です。,,
q_0135,Q5. 次のうち、近年のがん統計の特徴として正しいものを1つ選んでください。,1,1. 男女とも胃癌、肝臓がんの死亡率は大きく低下した,2. 悪性新生物の死亡率は最近２位になった,3. 男性死亡率１位は前立腺癌である,4. 女性死亡率の１位は乳癌である,,,近年、胃癌や肝臓がんの死亡率は低下傾向にあります。現在の死因1位は依然として悪性新生物です。,,
